name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,gender
Alessio Di Chirico,13.0,7.0,182.88,83.91,187.96,Orthodox,34.0,3.32,0.39,3.44,0.61,1.46,0.39,0.83,0.0,MALE
Khalid Taha,13.0,5.0,165.1,61.23,175.26,Orthodox,32.0,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,MALE
Luke Rockhold,16.0,6.0,190.5,83.91,195.58,Southpaw,39.0,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,MALE
Jose Aldo,31.0,8.0,170.18,61.23,177.8,Orthodox,37.0,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,MALE
Leonardo Santos,18.0,7.0,182.88,70.31,190.5,Orthodox,44.0,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,MALE
Dominick Cruz,24.0,4.0,172.72,61.23,172.72,Orthodox,39.0,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,MALE
Thiago Santos,22.0,11.0,187.96,92.99,193.04,Orthodox,40.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,MALE
Sam Alvey,33.0,18.0,187.96,83.91,190.5,Southpaw,37.0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,MALE
Julianna Pena,12.0,5.0,167.64,61.23,175.26,Orthodox,34.0,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8,FEMALE
Alexander Gustafsson,18.0,8.0,195.58,92.99,200.66,Orthodox,37.0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,MALE
Damir Hadzovic,14.0,7.0,175.26,70.31,177.8,Orthodox,37.0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,MALE
Charles Rosa,14.0,8.0,175.26,65.77,175.26,Switch,37.0,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,MALE
Claudio Silva,14.0,4.0,180.34,77.11,180.34,Southpaw,41.0,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,MALE
Shane Burgos,15.0,3.0,180.34,65.77,190.5,Orthodox,33.0,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,MALE
Dwight Grant,11.0,6.0,185.42,83.91,193.04,Switch,39.0,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,MALE
Antonina Shevchenko,10.0,4.0,172.72,56.7,170.18,Southpaw,39.0,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,FEMALE
Cortney Casey,10.0,10.0,170.18,56.7,170.18,Orthodox,36.0,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,FEMALE
Karl Roberson,9.0,6.0,185.42,92.99,187.96,Southpaw,33.0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,MALE
Donald Cerrone,36.0,17.0,185.42,70.31,185.42,Orthodox,40.0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,MALE
Uriah Hall,18.0,11.0,182.88,83.91,200.66,Orthodox,39.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,MALE
Jessica Eye,15.0,11.0,167.64,56.7,167.64,Orthodox,37.0,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,FEMALE
Raulian Paiva,21.0,5.0,172.72,61.23,175.26,Orthodox,28.0,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,MALE
Eddie Wineland,24.0,16.0,170.18,61.23,175.26,Orthodox,39.0,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,MALE
Deron Winn,7.0,3.0,167.64,83.91,177.8,Orthodox,34.0,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,MALE
Joanna Jedrzejczyk,16.0,5.0,167.64,52.16,165.1,Orthodox,36.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,FEMALE
Ramazan Emeev,20.0,6.0,177.8,77.11,193.04,Southpaw,36.0,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,MALE
Poliana Botelho,8.0,5.0,172.72,56.7,170.18,Orthodox,35.0,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,FEMALE
Felice Herrig,14.0,10.0,162.56,52.16,165.1,Orthodox,39.0,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,FEMALE
Alex Da Silva,21.0,4.0,172.72,70.31,185.42,Orthodox,28.0,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3,MALE
Felipe Colares,10.0,4.0,172.72,65.77,175.26,Orthodox,29.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,MALE
Aleksandar Rakic,14.0,3.0,193.04,92.99,198.12,Orthodox,32.0,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2,MALE
Louis Smolka,17.0,9.0,175.26,61.23,172.72,Orthodox,32.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8,MALE
Frank Camacho,22.0,10.0,177.8,70.31,185.42,Orthodox,34.0,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0,MALE
Alan Patrick,15.0,4.0,180.34,70.31,187.96,Southpaw,40.0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,MALE
Tristan Connelly,14.0,8.0,177.8,65.77,172.72,Orthodox,38.0,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3,MALE
Gina Mazany,7.0,6.0,167.64,56.7,172.72,Southpaw,35.0,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2,FEMALE
Sergey Khandozhko,28.0,6.0,185.42,77.11,187.96,Orthodox,31.0,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0,MALE
Tecia Torres,13.0,6.0,154.94,52.16,152.4,Orthodox,34.0,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1,FEMALE
Vinc Pichel,14.0,3.0,177.8,70.31,182.88,Orthodox,41.0,3.56,0.47,2.5,0.58,3.0,0.54,0.23,0.2,MALE
Aspen Ladd,9.0,3.0,167.64,61.23,167.64,Orthodox,29.0,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,FEMALE
Mickey Gall,7.0,5.0,187.96,77.11,187.96,Switch,32.0,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9,MALE
Askar Askarov,14.0,1.0,167.64,56.7,170.18,Orthodox,31.0,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,MALE
Sara McMann,13.0,6.0,167.64,61.23,167.64,Orthodox,43.0,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,FEMALE
Kazula Vargas,12.0,5.0,172.72,70.31,180.34,Southpaw,38.0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,MALE
Marlon Moraes,23.0,10.0,167.64,61.23,170.18,Orthodox,35.0,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,MALE
Alex Oliveira,22.0,12.0,180.34,77.11,193.04,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,MALE
Greg Hardy,7.0,5.0,195.58,120.2,203.2,Orthodox,35.0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0,MALE
Alejandro Perez,23.0,9.0,167.64,61.23,170.18,Orthodox,34.0,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,MALE
Chas Skelly,19.0,3.0,180.34,65.77,182.88,Orthodox,38.0,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,MALE
Roxanne Modafferi,25.0,21.0,170.18,56.7,175.26,Orthodox,41.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,FEMALE
Alexis Davis,21.0,11.0,167.64,61.23,172.72,Orthodox,39.0,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,FEMALE
Francis Ngannou,17.0,3.0,193.04,113.4,210.82,Orthodox,37.0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,MALE
Rogerio Bontorin,16.0,4.0,165.1,56.7,170.18,Orthodox,31.0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0,MALE
Sijara Eubanks,8.0,7.0,162.56,56.7,170.18,Orthodox,38.0,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3,FEMALE
Andre Ewell,17.0,9.0,172.72,65.77,190.5,Southpaw,36.0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,MALE
Matt Sayles,8.0,4.0,170.18,70.31,172.72,Orthodox,30.0,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7,MALE
Ryan Hall,9.0,2.0,177.8,65.77,177.8,Southpaw,39.0,2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2,MALE
Maki Pitolo,13.0,9.0,177.8,83.91,190.5,Orthodox,33.0,4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8,MALE
Chris Gruetzemacher,15.0,5.0,172.72,70.31,172.72,Orthodox,37.0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,MALE
Sean Soriano,14.0,8.0,175.26,65.77,177.8,Orthodox,34.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,MALE
Ben Rothwell,39.0,14.0,193.04,120.2,198.12,Orthodox,42.0,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,MALE
Felicia Spencer,9.0,3.0,167.64,65.77,172.72,Orthodox,33.0,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2,FEMALE
Leah Letson,5.0,3.0,170.18,65.77,180.34,Southpaw,31.0,3.06,0.41,3.84,0.52,0.51,0.5,0.76,0.0,FEMALE
Al Iaquinta,14.0,7.0,177.8,70.31,177.8,Orthodox,36.0,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,MALE
Gian Villante,17.0,14.0,190.5,104.33,193.04,Orthodox,38.0,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,MALE
Hu Yaozong,3.0,3.0,190.5,83.91,182.88,Orthodox,28.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,MALE
Laureano Staropoli,9.0,5.0,185.42,83.91,180.34,Orthodox,31.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,MALE
Khama Worthy,16.0,9.0,180.34,70.31,187.96,Orthodox,37.0,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7,MALE
Randa Markos,11.0,12.0,162.56,52.16,160.02,Orthodox,38.0,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,FEMALE
Andrew Sanchez,13.0,7.0,185.42,83.91,187.96,Orthodox,35.0,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,MALE
Bethe Correia,11.0,6.0,165.1,61.23,162.56,Orthodox,40.0,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0,FEMALE
Johnny Eduardo,28.0,13.0,170.18,61.23,180.34,Orthodox,45.0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4,MALE
Nick Diaz,26.0,10.0,185.42,77.11,193.04,Southpaw,40.0,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,MALE
Mike Rodriguez,11.0,7.0,193.04,92.99,208.28,Southpaw,35.0,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,MALE
Emily Whitmire,4.0,5.0,165.1,56.7,160.02,Orthodox,32.0,2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5,FEMALE
David Zawada,17.0,7.0,182.88,77.11,190.5,Orthodox,33.0,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7,MALE
Luigi Vendramini,9.0,3.0,172.72,70.31,185.42,Orthodox,28.0,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,MALE
Darren Stewart,12.0,8.0,182.88,92.99,187.96,Orthodox,33.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,MALE
Bea Malecki,4.0,1.0,175.26,61.23,187.96,Orthodox,32.0,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,FEMALE
Casey Kenney,16.0,4.0,170.18,61.23,172.72,Southpaw,33.0,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,MALE
Anderson Dos Santos,21.0,9.0,165.1,61.23,177.8,Orthodox,38.0,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,MALE
Ryan Benoit,10.0,8.0,165.1,56.7,172.72,Orthodox,34.0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,MALE
Ian Heinisch,14.0,5.0,180.34,83.91,182.88,Orthodox,35.0,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7,MALE
Marion Reneau,9.0,8.0,167.64,61.23,172.72,Orthodox,46.0,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8,FEMALE
Jeremy Stephens,28.0,19.0,175.26,65.77,180.34,Orthodox,37.0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4,MALE
Conor McGregor,22.0,6.0,175.26,70.31,187.96,Southpaw,35.0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,MALE
Carlos Condit,32.0,14.0,187.96,77.11,190.5,Orthodox,39.0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,MALE
Omari Akhmedov,21.0,6.0,182.88,83.91,185.42,Orthodox,36.0,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,MALE
Michel Prazeres,26.0,4.0,167.64,77.11,170.18,Orthodox,42.0,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,MALE
Yancy Medeiros,15.0,8.0,177.8,70.31,190.5,Orthodox,36.0,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,MALE
Dhiego Lima,17.0,9.0,187.96,77.11,190.5,Orthodox,35.0,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6,MALE
Lara Procopio,7.0,2.0,162.56,56.7,170.18,Orthodox,28.0,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3,FEMALE
Demian Maia,28.0,11.0,185.42,77.11,182.88,Southpaw,46.0,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,MALE
Walt Harris,13.0,10.0,195.58,113.4,195.58,Southpaw,40.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,MALE
Jacare Souza,26.0,10.0,185.42,83.91,182.88,Orthodox,44.0,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,MALE
Kevin Aguilar,17.0,5.0,170.18,70.31,185.42,Orthodox,35.0,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0,MALE
Maurice Greene,9.0,7.0,200.66,117.03,203.2,Orthodox,37.0,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4,MALE
Gregor Gillespie,14.0,1.0,170.18,70.31,180.34,Orthodox,37.0,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8,MALE
Luke Sanders,13.0,5.0,167.64,61.23,170.18,Southpaw,38.0,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,MALE
Stefan Sekulic,12.0,4.0,182.88,77.11,190.5,Southpaw,32.0,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,MALE
Justine Kish,7.0,4.0,165.1,56.7,162.56,Orthodox,35.0,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,FEMALE
Luis Pena,9.0,3.0,190.5,70.31,190.5,Southpaw,30.0,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2,MALE
Bartosz Fabinski,15.0,5.0,182.88,77.11,190.5,Orthodox,37.0,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0,MALE
Anthony Birchak,16.0,8.0,172.72,61.23,175.26,Orthodox,37.0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,MALE
Mike Perry,14.0,8.0,177.8,77.11,180.34,Orthodox,32.0,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,MALE
Yorgan De Castro,6.0,3.0,182.88,113.4,187.96,Orthodox,37.0,2.46,0.43,3.85,0.53,0.0,0.0,0.77,0.0,MALE
Jarjis Danho,7.0,1.0,190.5,120.2,187.96,Orthodox,40.0,3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0,MALE
Hunter Azure,9.0,2.0,172.72,65.77,175.26,Orthodox,32.0,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3,MALE
Jordan Griffin,18.0,9.0,177.8,65.77,185.42,Southpaw,34.0,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9,MALE
Stipe Miocic,20.0,4.0,193.04,108.86,203.2,Orthodox,41.0,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0,MALE
Tyron Woodley,19.0,7.0,175.26,77.11,187.96,Orthodox,41.0,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4,MALE
Thomas Almeida,22.0,5.0,170.18,65.77,177.8,Southpaw,32.0,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0,MALE
Megan Anderson,11.0,5.0,182.88,65.77,182.88,Orthodox,34.0,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5,FEMALE
Joseph Benavidez,28.0,8.0,162.56,56.7,165.1,Southpaw,39.0,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,MALE
Jordan Espinosa,15.0,9.0,167.64,56.7,175.26,Orthodox,34.0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,MALE
Jimmie Rivera,23.0,5.0,162.56,61.23,172.72,Orthodox,34.0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,MALE
Shana Dobson,4.0,5.0,167.64,56.7,175.26,Orthodox,34.0,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,FEMALE
Alistair Overeem,47.0,19.0,193.04,120.2,203.2,Orthodox,43.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,MALE
Martin Day,8.0,6.0,177.8,65.77,185.42,Orthodox,35.0,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5,MALE
Antonio Carlos Junior,11.0,5.0,187.96,83.91,200.66,Orthodox,34.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,MALE
Nik Lentz,30.0,12.0,172.72,65.77,172.72,Orthodox,39.0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,MALE
Vinicius Moreira,9.0,5.0,193.04,92.99,193.04,Orthodox,35.0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,MALE
Tom Breese,12.0,3.0,190.5,83.91,185.42,Southpaw,32.0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,MALE
Markus Perez,12.0,5.0,185.42,83.91,185.42,Orthodox,35.0,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,MALE
Sarah Moras,6.0,8.0,170.18,61.23,170.18,Orthodox,35.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,FEMALE
Vanessa Melo,11.0,8.0,165.1,61.23,165.1,Orthodox,36.0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,FEMALE
Jacob Kilburn,8.0,4.0,175.26,65.77,182.88,Orthodox,28.0,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,MALE
Anthony Pettis,24.0,10.0,177.8,70.31,182.88,Orthodox,37.0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,MALE
Junior Dos Santos,21.0,9.0,193.04,107.95,195.58,Orthodox,40.0,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,MALE
Matt Wiman,16.0,10.0,177.8,70.31,172.72,Orthodox,40.0,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,MALE
Jose Quinonez,9.0,5.0,172.72,61.23,175.26,Southpaw,33.0,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,MALE
Spike Carlyle,9.0,3.0,172.72,65.77,180.34,Switch,30.0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,MALE
Rachael Ostovich,4.0,6.0,160.02,56.7,157.48,Orthodox,33.0,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,FEMALE
Alan Jouban,17.0,7.0,182.88,77.11,185.42,Southpaw,42.0,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,MALE
Paul Felder,17.0,6.0,180.34,70.31,177.8,Orthodox,39.0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,MALE
Claudia Gadelha,18.0,5.0,162.56,52.16,160.02,Orthodox,35.0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,FEMALE
Bevon Lewis,7.0,3.0,190.5,83.91,200.66,Orthodox,32.0,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,MALE
Eduardo Garagorri,13.0,2.0,175.26,65.77,177.8,Orthodox,34.0,3.42,0.51,2.36,0.58,0.48,1.0,0.61,0.0,MALE
Anderson Silva,34.0,11.0,187.96,83.91,195.58,Southpaw,48.0,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,MALE
Jack Marshman,23.0,10.0,182.88,83.91,185.42,Orthodox,34.0,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,MALE
Cole Williams,11.0,3.0,182.88,77.11,185.42,Orthodox,40.0,0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0,MALE
Justin Ledet,9.0,4.0,193.04,92.99,203.2,Orthodox,35.0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,MALE
Khabib Nurmagomedov,29.0,0.0,177.8,70.31,177.8,Orthodox,35.0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,MALE
Stefan Struve,33.0,13.0,210.82,120.2,213.36,Orthodox,36.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,MALE
Alexander Yakovlev,24.0,10.0,190.5,70.31,187.96,Southpaw,39.0,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,MALE
James Krause,28.0,9.0,187.96,77.11,185.42,Orthodox,37.0,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,MALE
John Phillips,22.0,11.0,180.34,83.91,190.5,Southpaw,38.0,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,MALE
Gadzhimurad Antigulov,20.0,8.0,180.34,92.99,177.8,Orthodox,37.0,2.08,0.55,4.21,0.4,5.08,0.36,0.0,1.4,MALE
Germaine de Randamie,10.0,4.0,175.26,61.23,180.34,Orthodox,39.0,2.72,0.46,2.14,0.65,0.0,0.0,0.69,0.4,FEMALE
Dequan Townsend,21.0,12.0,190.5,92.99,200.66,Orthodox,37.0,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,MALE
Jessin Ayari,16.0,6.0,182.88,70.31,185.42,Orthodox,31.0,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3,MALE
Diego Sanchez,31.0,13.0,177.8,77.11,182.88,Southpaw,42.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,MALE
Jeff Hughes,10.0,4.0,187.96,113.4,195.58,Orthodox,35.0,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0.0,MALE
Khadis Ibragimov,8.0,4.0,190.5,92.99,198.12,Orthodox,28.0,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3,MALE
Mirsad Bektic,13.0,4.0,172.72,65.77,177.8,Orthodox,33.0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,MALE
Mara Romero Borella,12.0,9.0,167.64,56.7,175.26,Orthodox,37.0,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,FEMALE
Zelim Imadaev,8.0,3.0,182.88,77.11,193.04,Orthodox,29.0,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0,MALE
Cole Smith,7.0,2.0,180.34,61.23,170.18,Orthodox,34.0,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,MALE
Ricardo Lamas,20.0,8.0,172.72,65.77,180.34,Orthodox,41.0,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,MALE
Hannah Cifers,10.0,7.0,154.94,52.16,157.48,Orthodox,31.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,FEMALE
Daniel Cormier,22.0,3.0,180.34,106.59,182.88,Orthodox,45.0,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,MALE
John Dodson,22.0,12.0,160.02,61.23,167.64,Orthodox,39.0,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,MALE
Frankie Saenz,13.0,7.0,167.64,61.23,167.64,Orthodox,43.0,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,MALE
Rogerio Nogueira,23.0,10.0,187.96,92.99,190.5,Southpaw,47.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,MALE
Fabricio Werdum,24.0,9.0,193.04,104.78,195.58,Orthodox,46.0,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,MALE
Peter Sobotta,17.0,7.0,182.88,77.11,190.5,Southpaw,37.0,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,MALE
Nad Narimani,12.0,4.0,172.72,65.77,177.8,Orthodox,36.0,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,MALE
Joe Duffy,16.0,5.0,177.8,70.31,185.42,Orthodox,36.0,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,MALE
Brett Johns,17.0,2.0,170.18,61.23,180.34,Orthodox,32.0,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,MALE
Davi Ramos,10.0,4.0,167.64,70.31,177.8,Orthodox,37.0,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,MALE
Chris Fishgold,18.0,4.0,172.72,65.77,172.72,Orthodox,31.0,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,MALE
Paige VanZant,8.0,5.0,162.56,52.16,165.1,Orthodox,30.0,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,FEMALE
Lyman Good,21.0,6.0,182.88,77.11,187.96,Orthodox,38.0,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0,MALE
Mark De La Rosa,11.0,5.0,167.64,61.23,165.1,Orthodox,29.0,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,MALE
Anthony Rocco Martin,17.0,6.0,182.88,77.11,185.42,Orthodox,34.0,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,MALE
Charles Byrd,10.0,7.0,177.8,83.91,185.42,Orthodox,40.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,MALE
Jussier Formiga,23.0,8.0,165.1,56.7,170.18,Orthodox,38.0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,MALE
Evan Dunham,18.0,9.0,177.8,70.31,177.8,Southpaw,42.0,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,MALE
Ray Borg,13.0,5.0,162.56,61.23,160.02,Orthodox,30.0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,MALE
Aleksei Kunchenko,20.0,2.0,172.72,77.11,177.8,Orthodox,39.0,3.67,0.44,2.83,0.63,0.25,0.33,0.8,0.0,MALE
Yoel Romero,13.0,5.0,182.88,83.91,185.42,Southpaw,46.0,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,MALE
Saparbeg Safarov,9.0,3.0,185.42,83.91,198.12,Orthodox,37.0,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,MALE
Gabriel Silva,8.0,2.0,167.64,61.23,180.34,Orthodox,29.0,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,MALE
Ismail Naurdiev,19.0,4.0,177.8,77.11,187.96,Orthodox,27.0,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,MALE
Magomed Mustafaev,14.0,4.0,172.72,70.31,180.34,Orthodox,35.0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,MALE
